Linha,Processo,Nome_Proponente,Instituicao,Nota_Final,Comite,Area_Conhecimento,Parecer_Comite,Resultado_Final,Valor_Aprovado
3,441172/2026-1,GERLA CASTELLO BRANCO CHINELATE Universidade Federal do Agreste de Pernambuco,,"8,36",AL,Ciência e Tecnologia de Alimentos,Recomendada,Aprovada,"R$ 18.000,00"
3,440584/2026-4,FRANCISCA DAS CHAGAS DO AMARAL SOUZA Instituto Nacional de Pesquisas da Amazônia,,"9,56",AL,Ciência e Tecnologia de Alimentos,Recomendada,Aprovada,"R$ 18.000,00"
3,440392/2026-8,LUIS OTAVIO BRITO DA SILVA Universidade Federal Rural de Pernambuco,,"9,67",AQ,Recursos Pesqueiros e Engenharia de Pesca,Recomendada,Aprovada,"R$ 10.000,00"
3,440945/2026-7,FABRICIO LUIZ TULINI Universidade Federal do Oeste da Bahia,,"9,48",BI,Biotecnologia,Recomendada,Aprovada,"R$ 14.200,00"
3,440532/2026-4,FABIANO LOPES THOMPSON Universidade Federal do Rio de Janeiro,,"9,61",BI,Biotecnologia,Recomendada,Aprovada,"R$ 29.960,00"
3,440994/2026-8,EDMUNDO DE ALMEIDA GALLO Fundação Oswaldo Cruz,,"9,80",CA,Ciências Ambientais,Recomendada,Aprovada,"R$ 34.781,84"
3,441156/2026-6,GERALDO ALVES DAMASCENO JUNIOR Universidade Federal de Mato Grosso do Sul,,"9,60",CA,Ciências Ambientais,Recomendada,Aprovada,"R$ 33.736,29"
3,440575/2026-5,MARIO VASCONCELLOS SOBRINHO Universidade Federal do Pará,,"9,50",CA,Ciências Ambientais,Recomendada,Aprovada,"R$ 33.472,35"
3,440623/2026-0,RODRIGO AMADO GARCIA SILVA Universidade Federal Fluminense,,"9,90",CA,Engenharia Civil,Recomendada,Aprovada,"R$ 34.851,55"
3,440444/2026-8,HELBER BARROS GOMES Universidade Federal de Alagoas,,"9,40",CA,Geociências,Recomendada,Aprovada,"R$ 28.318,04"
3,460074/2025-3,CRISTIANO POLETO Universidade Federal do Rio Grande do Sul,,"9,70",CA,Engenharia Sanitária,Recomendada,Aprovada,"R$ 34.839,93"
3,441109/2026-8,FLAVIO VINICIUS DINIZ DE FIGUEIREDO Universidade Federal de Minas Gerais,,"8,30",CC,Ciência da Computação,Recomendada,Aprovada,"R$ 5.000,00"
3,440765/2026-9,ANDERSON CORREA DE LIMA Universidade Federal de Mato Grosso do Sul,,"10,00",CC,Ciência da Computação,Recomendada,Aprovada,"R$ 10.000,00"
3,440117/2026-7,MARIZA FERRO Universidade Federal Fluminense,,"9,50",CC,Ciência da Computação,Recomendada,Aprovada,"R$ 10.000,00"
3,440159/2026-1,DANTE AUGUSTO COUTO BARONE Universidade Federal do Rio Grande do Sul,,"8,00",CC,Ciência da Computação,Recomendada,Aprovada,"R$ 5.000,00"
3,440792/2026-6,WALTER TEIXEIRA LIMA JUNIOR Universidade Federal de São Paulo,,"8,50",CC,Ciência da Computação,Recomendada,Aprovada,"R$ 5.000,00"
3,440748/2026-7,MARIA ELVIRA DIAZ BENITEZ Universidade Federal do Rio de Janeiro,,"8,76",CS,Antropologia,Recomendada,Aprovada,"R$ 10.000,00"
3,441259/2026-0,TATIANA DE ALMEIDA FREITAS RODRIGUES CARDOSO SQUEFF Universidade Federal do Rio Grande do Sul,,"9,02",CS,Direito,Recomendada,Aprovada,"R$ 18.000,00"
3,440259/2026-6,PAULA WOJCIKIEWICZ ALMEIDA Fundação Getúlio Vargas,,"9,74",CS,Direito,Recomendada,Aprovada,"R$ 18.000,00"
3,440527/2026-0,BRUNO ROTTA ALMEIDA Universidade Federal de Pelotas,,"9,11",CS,Direito,Recomendada,Aprovada,"R$ 18.000,00"
3,440293/2026-0,DANIELA SILVA FONTOURA DE BARCELLOS Universidade Federal do Rio de Janeiro,,"9,41",CS,Direito,Recomendada,Aprovada,"R$ 18.000,00"
3,440740/2026-6,LITON LANES PILAU SOBRINHO Universidade do Vale do Itajaí,,"9,03",CS,Direito,Recomendada,Aprovada,"R$ 18.000,00"
3,440278/2026-0,ANA MARIA D AVILA LOPES Universidade de Fortaleza,,"9,23",CS,Direito,Recomendada,Aprovada,"R$ 14.000,00"
3,440942/2026-8,YURI NATHAN DA COSTA LANNES Faculdade de Direito de Franca,,"9,40",CS,Direito,Recomendada,Aprovada,"R$ 18.000,00"
3,441029/2026-4,HERMES ZANETI JUNIOR Universidade Federal do Espírito Santo,,"9,30",CS,Direito,Recomendada,Aprovada,"R$ 18.000,00"
3,440968/2026-7,FERNANDA HENRIQUE CUPERTINO ALCANTARA Universidade Federal de Juiz de Fora,,"7,56",CS,Sociologia,Recomendada,Aprovada,"R$ 15.000,00"
3,441081/2026-6,MARTONIO MONT ALVERNE BARRETO LIMA Universidade de Fortaleza,,"9,78",CS,Direito,Recomendada,Aprovada,"R$ 18.000,00"
3,440973/2026-0,ALEXANDRE VIEIRA WERNECK Universidade Federal do Rio de Janeiro,,"9,22",CS,Sociologia,Recomendada,Aprovada,"R$ 15.000,00"
3,440614/2026-0,MARIA CELI RAMOS DA CRUZ SCALON Universidade Federal do Rio de Janeiro,,"9,44",CS,Sociologia,Recomendada,Aprovada,"R$ 15.000,00"
3,441004/2026-1,AMANCIO JORGE SILVA NUNES DE OLIVEIRA Universidade de São Paulo,,"9,33",CS,Ciência Política,Recomendada,Aprovada,"R$ 11.000,00"
3,440404/2026-6,PABLO DE REZENDE SATURNINO BRAGA Universidade do Estado do Rio de Janeiro,,"9,44",CS,Ciência Política,Recomendada,Aprovada,"R$ 15.000,00"
3,441079/2026-1,NIRVIA RAVENA Universidade Federal do Pará,,"9,89",CS,Ciência Política,Recomendada,Aprovada,"R$ 20.000,00"
3,440193/2026-5,FERNANDO RISTER DE SOUSA LIMA Universidade Presbiteriana Mackenzie,,"9,22",CS,Direito,Recomendada,Aprovada,"R$ 18.000,00"
3,440329/2026-4,VI GRUNVALD Universidade Federal do Rio Grande do Sul,,"10,00",CS,Antropologia,Recomendada,Aprovada,"R$ 20.000,00"
3,440076/2026-9,PEDRO ABIB HECKTHEUER Faculdade Católica de Rondônia,,"9,10",CS,Direito,Recomendada,Aprovada,"R$ 18.000,00"
3,440172/2026-8,RENATO FRANCISQUINI TEIXEIRA Universidade Federal da Bahia,,"9,62",CS,Ciência Política,Recomendada,Aprovada,"R$ 20.000,00"
3,441049/2026-5,CARMEN ROSA GIRALDO VERGARA Universidade Federal de Minas Gerais,,"8,78",DC,Divulgação Científica,Recomendada,Aprovada,"R$ 128.000,00"
3,440236/2026-6,RODRIGO ARANTES REIS Universidade Federal do Paraná,,"9,33",DC,Divulgação Científica,Recomendada,Aprovada,"R$ 136.000,00"
3,440220/2026-2,DELMARCIO GOMES DA SILVA Universidade Presbiteriana Mackenzie,,"9,22",DC,Divulgação Científica,Recomendada,Aprovada,"R$ 136.000,00"
3,440105/2026-9,DANIELLA JORGE DE MOURA Universidade Estadual de Campinas,,"8,17",EA,Engenharia Agrícola,Recomendada,Aprovada,"R$ 20.000,00"
3,440741/2026-2,"GIULLIANO GUIMARAES SILVA Instituto Federal de Educação, Ciência e Tecnologia do Tocantins",,"8,44",EC,Engenharia Civil,Recomendada,Aprovada,"R$ 1.500,00"
3,440476/2026-7,RITA DE CASSIA PRAZERES FRANGELLA GOMES Universidade do Estado do Rio de Janeiro,,"9,44",ED,Educação,Recomendada,Aprovada,"R$ 40.000,00"
3,440194/2026-1,ANA TEREZA REIS DA SILVA Universidade de Brasília,,"9,00",ED,Educação,Recomendada,Aprovada,"R$ 40.000,00"
3,440352/2026-6,ADRIANE RAQUEL SANTANA DE LIMA Universidade Federal do Pará,,"9,22",ED,Educação,Recomendada,Aprovada,"R$ 40.000,00"
3,441230/2026-1,MARIA DO SOCORRO DA SILVA ARANTES Universidade Federal do Piauí,,"9,56",ED,Educação,Recomendada,Aprovada,"R$ 37.500,00"
3,460022/2025-3,FABIANE APARECIDA SANTOS CLEMENTE-SALLES Universidade Federal de Mato Grosso,,"9,22",ED,Educação,Recomendada,Aprovada,"R$ 32.000,00"
3,440538/2026-2,MARIA DO CARMO DE SOUSA Universidade Federal de São Carlos,,"9,44",ED,Educação,Recomendada,Aprovada,"R$ 37.500,00"
3,460038/2025-7,NATANAEL REIS BOMFIM Universidade do Estado da Bahia,,"9,50",ED,Educação,Recomendada,Aprovada,"R$ 30.000,00"
3,440064/2026-0,ARLETE RAMOS DOS SANTOS Universidade Estadual do Sudoeste da Bahia,,"10,00",ED,Educação,Recomendada,Aprovada,"R$ 40.000,00"
3,440952/2026-3,VITOR SOUSA CUNHA NERY Sociedade Brasileira de História da Educação,,"9,78",ED,Educação,Recomendada,Aprovada,"R$ 35.000,00"
3,440025/2026-5,JOSE JULIO CESAR DO NASCIMENTO ARAUJO Instituto Federal do Acre,,"9,28",ED,Educação,Recomendada,Aprovada,"R$ 40.000,00"
3,440370/2026-4,CARLA LIANE NASCIMENTO DOS SANTOS Universidade do Estado da Bahia,,"10,00",ED,Educação,Recomendada,Aprovada,"R$ 40.000,00"
3,440912/2026-1,MARTA LICIA TELES BRITO DE JESUS Universidade Federal da Bahia,,"9,11",ED,Educação,Recomendada,Aprovada,"R$ 25.000,00"
3,440959/2026-8,AUGUSTO CESAR RIOS LEIRO Universidade Federal da Bahia,,"9,11",ED,Educação,Recomendada,Aprovada,"R$ 40.000,00"
3,441149/2026-0,NIVALDO ANTONIO PORTELA DE VASCONCELOS Universidade Federal de Pernambuco,,"8,67",EE,Engenharia Biomédica,Recomendada,Aprovada,"R$ 25.000,00"
3,441226/2026-4,LARISSA DRIEMEIER Universidade de São Paulo,,"8,22",EE,"Robótica, Mecatrônica e Automação",Recomendada,Aprovada,"R$ 40.000,00"
3,440199/2026-3,PAULA MARCIANA PINHEIRO DE OLIVEIRA Universidade da Integração Internacional da Lusofonia Afro-Brasileira,,"9,18",EF,Enfermagem,Recomendada,Aprovada,"R$ 25.000,00"
3,440685/2026-5,LARISSA CHAVES PEDREIRA SILVA Universidade Federal da Bahia,,"9,17",EF,Enfermagem,Recomendada,Aprovada,"R$ 23.650,00"
3,441062/2026-1,MARTA JUSSARA CREMER Universidade da Região de Joinville,,"7,89",EL,Ecologia,Recomendada,Aprovada,"R$ 6.500,00"
3,440306/2026-4,JOEL CHRISTOPHER CREED Universidade do Estado do Rio de Janeiro,,"9,44",EL,Ecologia,Recomendada,Aprovada,"R$ 9.500,00"
3,440705/2026-6,GUARINO RINALDI COLLI Universidade de Brasília,,"9,11",EL,Ecologia,Recomendada,Aprovada,"R$ 8.500,00"
3,440730/2026-0,ELVIS JOACIR DE FRANCA COMISSAO NACIONAL DE ENERGIA NUCLEAR,,"7,11",EN,Engenharia Nuclear,Recomendada,Aprovada,"R$ 13.000,00"
3,440401/2026-7,MARCIA DE ALMEIDA RIZZUTTO Universidade de São Paulo,,"9,11",EN,Engenharia Nuclear,Recomendada,Aprovada,"R$ 15.000,00"
3,440014/2026-3,CLAIRON LIMA PINHEIRO Universidade do Estado do Amazonas,,"9,00",EQ,Engenharia Química,Recomendada,Aprovada,"R$ 15.000,00"
3,440744/2026-1,ANA LEONOR CHIES SANTIAGO SANTOS Universidade Federal do Rio Grande do Sul,,"8,44",FA,Astronomia,Recomendada,Aprovada,"R$ 25.000,00"
3,440036/2026-7,FREDERICO ANTONIO GENEZINI COMISSAO NACIONAL DE ENERGIA NUCLEAR,,"8,89",FA,Física,Recomendada,Aprovada,"R$ 35.000,00"
3,460107/2025-9,CICERO RAFAEL CENA DA SILVA Universidade Federal de Mato Grosso do Sul,,"8,78",FA,Física,Recomendada,Aprovada,"R$ 20.000,00"
3,440281/2026-1,OSVALDO FROTA PESSOA JUNIOR Universidade de São Paulo,,"8,39",FI,Filosofia,Recomendada,Aprovada,"R$ 10.000,00"
3,440955/2026-2,HELDER BUENOS AIRES DE CARVALHO Universidade Federal do Piauí,,"8,36",FI,Filosofia,Recomendada,Aprovada,"R$ 10.000,00"
3,440262/2026-7,ROBINSON DOS SANTOS Universidade Federal do Paraná,,"9,28",FI,Filosofia,Recomendada,Aprovada,"R$ 20.000,00"
3,440458/2026-9,WILLIAM COSTA FILHO Universidade Estadual do Ceará,,"9,23",FI,Filosofia,Recomendada,Aprovada,"R$ 15.000,00"
3,460123/2025-4,OSCAR FEDERICO BAUCHWITZ Universidade Federal do Rio Grande do Norte,,"8,33",FI,Filosofia,Recomendada,Aprovada,"R$ 10.000,00"
3,440470/2026-9,WEINY CESAR FREITAS PINTO Universidade Federal de Mato Grosso do Sul,,"8,50",FI,Filosofia,Recomendada,Aprovada,"R$ 10.000,00"
3,441266/2026-6,PAULO EDUARDO BODZIAK JUNIOR Universidade Federal do Rio Grande do Norte,,"8,44",FI,Filosofia,Recomendada,Aprovada,"R$ 10.000,00"
3,441048/2026-9,JEAN YVES BEZIAU Universidade Federal do Rio de Janeiro,,"8,94",FI,Filosofia,Recomendada,Aprovada,"R$ 15.000,00"
3,441043/2026-7,ADERSON FARIAS DO NASCIMENTO Universidade Federal do Rio Grande do Norte,,"8,06",GC,Geociências,Recomendada,Aprovada,"R$ 17.972,83"
3,460023/2025-0,CRISTIANO TORRES DO AMARAL Centro Gestor e Operacional do Sistema de Proteção da Amazônia,,"7,94",GC,Geociências,Recomendada,Aprovada,"R$ 11.233,02"
3,441095/2026-7,MARIA DENISE FERNANDES CARVALHO DE ANDRADE Universidade Estadual do Ceará,,"9,00",GE,Genética,Recomendada,Aprovada,"R$ 15.000,00"
3,460139/2025-8,SAVIO TORRES DE FARIAS Universidade Federal da Paraíba,,"10,00",GE,Genética,Recomendada,Aprovada,"R$ 35.000,00"
3,440474/2026-4,RODRIGO PATTO SA MOTTA Universidade Federal de Minas Gerais,,"9,89",HI,História,Recomendada,Aprovada,"R$ 25.000,00"
3,441061/2026-5,VITALE JOANONI NETO Universidade Federal de Mato Grosso,,"9,01",HI,História,Recomendada,Aprovada,"R$ 25.000,00"
3,440612/2026-8,ALESSANDRA GASPAROTTO Universidade Federal de Pelotas,,"9,56",HI,História,Recomendada,Aprovada,"R$ 25.000,00"
3,460217/2025-9,GLENDA CRISTINA VALIM DE MELO Universidade Federal do Rio de Janeiro,,"8,46",LL,Lingüística,Recomendada,Aprovada,"R$ 50.000,00"
3,440991/2026-9,PEDRO MANDAGARA RIBEIRO Universidade de Brasília,,"9,78",LL,Letras,Recomendada,Aprovada,"R$ 30.000,00"
3,441110/2026-6,YUDITH ROSENBAUM Universidade de São Paulo,,"9,61",LL,Letras,Recomendada,Aprovada,"R$ 30.000,00"
3,440267/2026-9,MARCELA SANTOS BRIGIDA Universidade do Estado do Rio de Janeiro,,"9,46",LL,Letras,Recomendada,Aprovada,"R$ 30.000,00"
3,440996/2026-0,DANIEL BATISTA LIMA BORGES Universidade Federal do Amapá,,"10,00",LL,Letras,Recomendada,Aprovada,"R$ 67.200,00"
3,440657/2026-1,MARIA LUISA FREITAS Universidade Federal de Pernambuco,,"9,30",LL,Lingüística,Recomendada,Aprovada,"R$ 50.000,00"
3,440280/2026-5,ZAQUEU ALVES RAMOS Universidade Federal de Sergipe,,"9,08",MA,Matemática,Recomendada,Aprovada,"R$ 15.000,00"
3,440340/2026-8,JAQUELINE GODOY MESQUITA Universidade Estadual de Campinas,,"9,19",MA,Matemática,Recomendada,Aprovada,"R$ 15.000,00"
3,440202/2026-4,JOSE AUGUSTO GEROLIN GAVEA Instituto Nacional de Matemática Pura e Aplicada,,"8,79",MA,Matemática,Recomendada,Aprovada,"R$ 10.000,00"
3,440032/2026-1,MARCIO ANTONIO JORGE DA SILVA Universidade Estadual de Londrina,,"8,97",MA,Matemática,Recomendada,Aprovada,"R$ 15.000,00"
3,440851/2026-2,JOSE NAZARENO VIEIRA GOMES Sociedade Brasileira de Matemática,,"9,22",MA,Matemática,Recomendada,Aprovada,"R$ 15.000,00"
3,441009/2026-3,WILLIAN ISAO TOKURA Universidade Federal da Grande Dourados,,"8,86",MA,Matemática,Recomendada,Aprovada,"R$ 10.000,00"
3,441055/2026-5,FERNANDO JUNIOR SOARES DOS SANTOS Universidade Federal do Amazonas,,"9,00",MA,Matemática,Recomendada,Aprovada,"R$ 15.000,00"
3,441260/2026-8,PEDRO CAMPOS ARAUJO Universidade Federal de Pernambuco,,"9,39",MA,Matemática,Recomendada,Aprovada,"R$ 15.000,00"
3,440501/2026-1,YURI FAHHAM SAPORITO Fundação Getulio Vargas - Matriz,,"9,27",MA,Probabilidade e Estatística,Recomendada,Aprovada,"R$ 15.000,00"
3,440122/2026-0,CLAUDIO LANDIM Instituto Nacional de Matemática Pura e Aplicada,,"9,58",MA,Probabilidade e Estatística,Recomendada,Aprovada,"R$ 15.000,00"
3,440248/2026-4,LUCIANA LUNA ANNA LOMONACO Instituto Nacional de Matemática Pura e Aplicada,,"8,83",MA,Matemática,Recomendada,Aprovada,"R$ 10.000,00"
3,441158/2026-9,RICHARDSON NAVES LEAO Universidade Federal do Rio Grande do Norte,,"10,00",MD,Medicina,Recomendada,Aprovada,"R$ 150.000,00"
3,440998/2026-3,MARIMELIA APARECIDA PORCIONATTO Universidade Federal de São Paulo,,"9,00",MF,Morfologia,Recomendada,Aprovada,"R$ 10.000,00"
3,440043/2026-3,ITALO LEITE DE CAMARGO Instituto Federal de São Paulo,,"8,33",MM,Engenharia de Materiais e Metalúrgica,Recomendada,Aprovada,"R$ 15.000,00"
3,441268/2026-9,"DENILSON DA SILVA COSTA Instituto Federal de Educação, Ciência e Tecnologia do Pará",,"9,39",MM,Engenharia de Minas,Recomendada,Aprovada,"R$ 15.000,00"
3,440185/2026-2,LUCIANA ASSIS COSTA Universidade Federal de Minas Gerais,,"9,40",MS,Educação Física,Recomendada,Aprovada,"R$ 20.000,00"
3,440870/2026-7,ALEXANDRE IGOR ARARIPE MEDEIROS Universidade Federal do Ceará,,"9,20",MS,Educação Física,Recomendada,Aprovada,"R$ 20.000,00"
3,440022/2026-6,OSVALDO COSTA MOREIRA Universidade Federal de Viçosa,,"10,00",MS,Educação Física,Recomendada,Aprovada,"R$ 25.000,00"
3,440728/2026-6,HUMBERTO LAMEIRA MIRANDA Universidade Federal do Rio de Janeiro,,"9,60",MS,Educação Física,Recomendada,Aprovada,"R$ 20.000,00"
3,440341/2026-4,RAFAEL DEMINICE Universidade Estadual de Londrina,,"9,80",MS,Educação Física,Recomendada,Aprovada,"R$ 25.000,00"
3,440683/2026-2,MARCO AURELIO DE VALOIS CORREIA JUNIOR Universidade de Pernambuco,,"9,90",MS,Fisioterapia e Terapia Ocupacional,Recomendada,Aprovada,"R$ 10.000,00"
3,440860/2026-1,DANUBIA DA CUNHA DE SA CAPUTO Universidade do Estado do Rio de Janeiro,,"9,70",MS,Fisioterapia e Terapia Ocupacional,Recomendada,Aprovada,"R$ 17.500,00"
3,440775/2026-4,FRANCISCO JOSE DE CASTRO MOURA DUARTE Universidade Federal do Rio de Janeiro,,"7,94",PE,Engenharia de Produção,Recomendada,Aprovada,"R$ 15.000,00"
3,440850/2026-6,ARMANDO ALBERTAZZI GONCALVES JUNIOR Universidade Federal de Santa Catarina,,"7,89",PE,Engenharia de Produção,Recomendada,Aprovada,"R$ 13.000,00"
3,440464/2026-9,ANA PAULA CAMARGO LAROCCA Universidade de São Paulo,,"7,78",PE,Engenharia de Transportes,Recomendada,Aprovada,"R$ 5.000,00"
3,440227/2026-7,INEZ TEREZINHA STAMPA Pontifícia Universidade Católica de Goiás,,"9,78",PS,Serviço Social,Recomendada,Aprovada,"R$ 30.000,00"
3,441064/2026-4,TAILSON EVANGELISTA MARIANO Universidade Católica de Pernambuco,,"9,33",PS,Psicologia,Recomendada,Aprovada,"R$ 15.000,00"
3,440089/2026-3,MARIA LUCIA DE BUSTAMANTE SIMAS Universidade Federal de Pernambuco,,"8,00",PS,Psicologia,Recomendada,Aprovada,"R$ 15.000,00"
3,440807/2026-3,PAULO SERGIO BOGGIO Universidade Presbiteriana Mackenzie,,"9,67",PS,Psicologia,Recomendada,Aprovada,"R$ 15.000,00"
3,440836/2026-3,MARIA ALEXANDRA DA SILVA MONTEIRO MUSTAFA Universidade Federal de Pernambuco,,"9,04",PS,Serviço Social,Recomendada,Aprovada,"R$ 10.500,00"
3,440939/2026-7,ANDREA PIRES ROCHA Universidade Estadual de Londrina,,"8,90",PS,Serviço Social,Recomendada,Aprovada,"R$ 9.500,00"
3,460138/2025-1,GILSON FERNANDES DA SILVA Universidade Federal do Espírito Santo,,"9,50",RF,Recursos Florestais e Engenharia Florestal,Recomendada,Aprovada,"R$ 20.000,00"
3,440410/2026-6,FABIO MINORU YAMAJI Universidade Federal de São Carlos,,"9,48",RF,Recursos Florestais e Engenharia Florestal,Recomendada,Aprovada,"R$ 20.000,00"
3,440610/2026-5,MAYARA ELITA BRAZ CARNEIRO Universidade Federal do Paraná,,"9,61",RF,Recursos Florestais e Engenharia Florestal,Recomendada,Aprovada,"R$ 20.000,00"
3,440838/2026-6,RENATO EMERSON NASCIMENTO DOS SANTOS Universidade Federal do Rio de Janeiro,,"9,33",SA,Planejamento Urbano e Regional,Recomendada,Aprovada,"R$ 10.000,00"
3,440238/2026-9,JOSE FALCAO SOBRINHO Universidade Estadual Vale do Acaraú,,"10,00",SA,Geociências,Recomendada,Aprovada,"R$ 10.000,00"
3,440269/2026-1,PAULA FREIRE SANTORO Universidade de São Paulo,,"8,78",SA,Planejamento Urbano e Regional,Recomendada,Aprovada,"R$ 10.000,00"
3,440314/2026-7,VALTER DO CARMO CRUZ Universidade Federal Fluminense,,"9,00",SA,Geografia,Recomendada,Aprovada,"R$ 15.000,00"
3,440787/2026-2,EVERALDO BATISTA DA COSTA Universidade de Brasília,,"8,71",SA,Geografia,Recomendada,Aprovada,"R$ 10.000,00"
3,460110/2025-0,ANTONIO PEREIRA MAGALHAES JUNIOR Universidade Federal de Minas Gerais,,"9,99",SA,Geociências,Recomendada,Aprovada,"R$ 10.000,00"
3,440993/2026-1,NAUIRA ZANARDO ZANIN Universidade Federal da Fronteira Sul,,"9,00",SA,Arquitetura e Urbanismo,Recomendada,Aprovada,"R$ 20.000,00"
3,440201/2026-8,FABIO MACEDO VELAME Universidade Federal da Bahia,,"9,06",SA,Arquitetura e Urbanismo,Recomendada,Aprovada,"R$ 20.000,00"
3,440240/2026-3,RICARDO LANZARINI Universidade Federal do Rio Grande do Norte,,"9,00",SA,Turismo,Recomendada,Aprovada,"R$ 20.000,00"
3,440141/2026-5,ALISSANDRA NAZARETH DE CARVALHO Universidade Federal de Ouro Preto,,"8,01",SA,Turismo,Recomendada,Aprovada,"R$ 10.000,00"
3,441047/2026-2,ISLANDIA MARIA CARVALHO DE SOUSA Universidade Federal da Bahia,,"9,33",SN,Saúde Coletiva,Recomendada,Aprovada,"R$ 37.014,00"
3,460177/2025-7,LEONARDO CARNUT Universidade de São Paulo,,"9,00",SN,Saúde Coletiva,Recomendada,Aprovada,"R$ 21.453,00"
3,440879/2026-4,FRANCIELE MARABOTTI COSTA LEITE Universidade Federal do Espírito Santo,,"9,10",SN,Saúde Coletiva,Recomendada,Aprovada,"R$ 37.014,00"
3,440854/2026-1,JOAO FELIPE MOTA Universidade Federal de Goiás,,"9,71",SN,Nutrição,Recomendada,Aprovada,"R$ 37.014,00"
3,441162/2026-6,DIVANE DE VARGAS Universidade de São Paulo,,"9,17",SN,Saúde Coletiva,Recomendada,Aprovada,"R$ 27.884,00"
3,440761/2026-3,LETICIA LEMOS JARDIM Fundação Educacional Lucas Machado,,"9,30",SN,Saúde Coletiva,Recomendada,Aprovada,"R$ 21.592,00"
3,440806/2026-7,MICHAEL FERREIRA MACHADO Universidade Federal de Alagoas,,"9,67",SN,Saúde Coletiva,Recomendada,Aprovada,"R$ 37.014,00"
3,440960/2026-6,HERLA MARIA FURTADO JORGE Universidade Federal do Piauí,,"9,12",SN,Saúde Coletiva,Recomendada,Aprovada,"R$ 37.014,00"
3,440746/2026-4,ANDREZA FRANCISCO MARTINS Universidade Federal do Rio Grande do Sul,,"8,73",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 7.000,00"
3,440498/2026-0,RICARDO MORATELLI MENDONCA DA ROCHA Fundação Oswaldo Cruz,,"8,82",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 7.000,00"
3,440467/2026-8,JEANN LEAL DE ARAUJO Universidade Federal da Paraíba,,"9,89",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 7.000,00"
3,440152/2026-7,ANTONIO CHAVES DE ASSIS NETO Universidade de São Paulo,,"9,47",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 7.000,00"
3,440380/2026-0,JOSE DOMINGOS GUIMARAES Universidade Federal de Viçosa,,"9,63",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 7.000,00"
3,441111/2026-2,THYARA DE DECO-SOUZA E ARAUJO Universidade Federal de Mato Grosso do Sul,,"9,60",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 7.000,00"
3,440930/2026-0,DANILA FERNANDA RODRIGUES FRIAS Secretaria de Saúde do Estado de Mato Grosso do Sul,,"8,97",VT,Medicina Veterinária,Recomendada,Aprovada,"R$ 7.000,00"
3,440788/2026-9,FABIANA DE ANDRADE MELO STERZA Universidade Estadual de Mato Grosso do Sul,,"8,00",ZT,Zootecnia,Recomendada,Aprovada,"R$ 20.000,00"
3,440890/2026-8,JOAO PEDRO VELHO Universidade Federal de Santa Maria,,"7,56",ZT,Zootecnia,Recomendada,Aprovada,"R$ 20.000,00"
3,441022/2026-0,RONALDO LOPES OLIVEIRA Universidade Federal da Bahia,,"9,33",ZT,Zootecnia,Recomendada,Aprovada,"R$ 20.000,00"
1,441127/2026-6,ESTHER IMPERIO HAMBURGER Universidade de São Paulo,,"8,56",AC,Comunicação Recomendada Não Aprovada -,,,
1,440035/2026-0,LUCIANE HELENA GARGAGLIONI BATALHAO Universidade Estadual Paulista Júlio de Mesquita Filho,,"10,00",BF,Fisiologia Recomendada Não Aprovada -,,,
1,440446/2026-0,LUCIANO VOLCAN AGOSTINI Universidade Federal de Pelotas,,"8,30",CC,Ciência da Computação Recomendada Não Aprovada -,,,
1,440486/2026-2,HELIO DA MOTTA FILHO Centro Brasileiro de Pesquisas Físicas,,"8,67",FA,Física Recomendada Não Aprovada -,,,
1,440130/2026-3,WUELTON MARCELO MONTEIRO Universidade do Estado do Amazonas,,"9,40",FR,Farmácia Recomendada Não Aprovada -,,,
1,440675/2026-0,WALDEREZ ORNELAS DUTRA Universidade Federal de Minas Gerais,,"10,00",IM,Imunologia Recomendada Não Aprovada -,,,
1,440374/2026-0,CRISTIANE APARECIDA FIORAVANTE REIS Empresa Brasileira de Pesquisa Agropecuária,,"9,33",RF,Recursos Florestais e Engenharia Florestal Recomendada Não Aprovada -,,,
2,440488/2026-5,CLEOMAR DE SOUSA ROCHA Universidade Federal de Goiás,,"7,11",AC,Artes Recomendada Não Aprovada -,,,
2,440264/2026-0,RAFAEL DE LUNA FREIRE Universidade Federal Fluminense,,"7,22",AC,Comunicação Recomendada Não Aprovada -,,,
2,441035/2026-4,CAMILA AZEVEDO DE MORAES WICHERS Universidade de São Paulo,,"9,28",AC,Museologia Recomendada Não Aprovada -,,,
2,440369/2026-6,JESSICA TARINE MOITINHO DE LIMA Universidade Federal do Pará,,"8,83",AC,Museologia Recomendada Não Aprovada -,,,
2,440273/2026-9,ANDERSON TONI Universidade Federal de Mato Grosso,,"7,00",AC,Artes Recomendada Não Aprovada -,,,
2,440717/2026-4,TIAGO ESTEVAM GONCALVES Instituto Federal do Ceará,,"8,44",AC,Ciência da Informação Recomendada Não Aprovada -,,,
2,440665/2026-4,ELIENE BENICIO AMANCIO COSTA Universidade Federal da Bahia,,"8,00",AC,Artes Recomendada Não Aprovada -,,,
