Linha,Processo,Nome_Proponente,Instituicao,Nota_Final,Comite,Area_Conhecimento,Parecer_Comite,Resultado_Final,Valor_Aprovado
3,440682/2026-6,ANA LIGIA BARBOUR SCOTT Universidade Federal do ABC,,"9,90",BF,Biofísica Recomendada Não Aprovada -,,,
3,441038/2026-3,CASSIANO FELIPPE GONCALVES DE ALBUQUERQUE Universidade Federal do Estado do Rio de Janeiro,,"9,80",BF,Farmacologia Recomendada Não Aprovada -,,,
3,440359/2026-0,JOSIANE BUDNI Universidade do Extremo Sul Catarinense,,"9,50",BF,Fisiologia Recomendada Não Aprovada -,,,
3,440796/2026-1,ADRIANE REGINA TODESCHINI Universidade Federal do Rio de Janeiro,,"10,00",BF,Bioquímica Recomendada Não Aprovada -,,,
3,440196/2026-4,LETICIA DE OLIVEIRA Universidade Federal Fluminense,,"9,70",BF,Fisiologia Recomendada Não Aprovada -,,,
3,441253/2026-1,GABRIELA NESTAL DE MORAES Universidade Federal do Rio de Janeiro,,"9,60",BF,Bioquímica Recomendada Não Aprovada -,,,
3,441136/2026-5,KLEBER ABREU SOUSA Universidade Federal do Tocantins,,"9,23",BI,Biotecnologia Recomendada Não Aprovada -,,,
3,440767/2026-1,LUCIANA DE OLIVEIRA ANDRADE Universidade Federal de Minas Gerais,,"9,39",BI,Biotecnologia Recomendada Não Aprovada -,,,
3,440008/2026-3,KIYOSHI FERREIRA FUKUTANI Universidade Estadual de Feira de Santana,,"9,41",BI,Biotecnologia Recomendada Não Aprovada -,,,
3,460238/2025-6,ANDREIMAR MARTINS SOARES Fundação Oswaldo Cruz,,"9,20",BI,Biotecnologia Recomendada Não Aprovada -,,,
3,441063/2026-8,AMILCAR SABINO DAMAZO Universidade de Brasília,,"9,22",BI,Biotecnologia Recomendada Não Aprovada -,,,
3,441203/2026-4,CARLOS EDUARDO LOPES DA SILVA Universidade Federal do Rio de Janeiro,,"9,20",CA,Ciências Ambientais Recomendada Não Aprovada -,,,
3,440372/2026-7,DILMA MARIA DE BRITO MELO TROVAO Instituto Nacional do Semiárido,,"9,30",CA,Ciências Ambientais Recomendada Não Aprovada -,,,
3,440081/2026-2,CLARISSA BUENO WANDSCHEER Centro de Pesquisa da Universidade Positivo,,"9,00",CA,Ciências Ambientais Recomendada Não Aprovada -,,,
3,441222/2026-9,ELVIS CARISSIMI Universidade Federal de Santa Maria,,"9,10",CA,Ciências Ambientais Recomendada Não Aprovada -,,,
3,440042/2026-7,FABIO MIGUEL JUNGES ICOLAB - INSTITUTO DE GESTAO TECNOLOGIA E INOVACAO,,"7,40",CC,Ciência da Computação Recomendada Não Aprovada -,,,
3,441287/2026-3,MARCIA JACYNTHA NUNES RODRIGUES LUCENA Universidade Federal do Rio Grande do Norte,,"7,00",CC,Ciência da Computação Recomendada Não Aprovada -,,,
3,440544/2026-2,JEAN EVERSON MARTINA Universidade Federal de Santa Catarina,,"7,28",CC,Ciência da Computação Recomendada Não Aprovada -,,,
3,440611/2026-1,GABRIEL DE MORAIS COUTINHO Universidade Federal de Minas Gerais,,"7,50",CC,Ciência da Computação Recomendada Não Aprovada -,,,
3,440911/2026-5,GABRIEL AVILA CASALECCHI Universidade Federal de São Carlos,,"8,89",CS,Ciência Política Recomendada Não Aprovada -,,,
3,441166/2026-1,WAGNER MENEZES Universidade do Estado do Rio de Janeiro,,"9,01",CS,Direito Recomendada Não Aprovada -,,,
3,440507/2026-0,SILVIA APARECIDA ZIMMERMANN Universidade Federal Rural do Rio de Janeiro,,"8,00",CS,Sociologia Recomendada Não Aprovada -,,,
3,440785/2026-0,STELIO JOAO RODRIGUES Instituto Brasileiro de Iniciação Científica,,"7,22",DC,Divulgação Científica Recomendada Não Aprovada -,,,
3,440735/2026-2,ROCHEL MONTERO LAGO Centro Educa Mais Professor Ribamar Torres,,"8,22",DC,Divulgação Científica Recomendada Não Aprovada -,,,
3,441096/2026-3,EVERALDO DOS SANTOS INSTITUTO FEDERAL DO PARANA,,"8,22",ED,Educação Recomendada Não Aprovada -,,,
3,441220/2026-6,JAIRO LUIS FLECK FALCAO Universidade do Estado de Mato Grosso,,"7,28",ED,Educação Recomendada Não Aprovada -,,,
3,441143/2026-1,ROGERIO ANDRADE MACIEL Universidade Federal do Pará,,"8,83",ED,Educação Recomendada Não Aprovada -,,,
3,440549/2026-4,THOMAS MASSAO FAIRCHILD Universidade Federal do Pará,,"8,89",ED,Educação Recomendada Não Aprovada -,,,
3,440869/2026-9,DANILO SEITHI KATO Universidade de São Paulo,,"7,89",ED,Educação Recomendada Não Aprovada -,,,
3,440512/2026-3,IVANILDE APOLUCENO DE OLIVEIRA Universidade do Estado do Pará,,"7,56",ED,Educação Recomendada Não Aprovada -,,,
3,440800/2026-9,CARLA REGINA SILVA Universidade Federal de São Carlos,,"7,89",ED,Educação Recomendada Não Aprovada -,,,
3,441269/2026-5,"ALINE CHAVES INTORNE Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",,"7,78",ED,Educação Recomendada Não Aprovada -,,,
3,441072/2026-7,MARIA DA CONCEICAO DOS REIS Universidade Federal de Pernambuco,,"7,89",ED,Educação Recomendada Não Aprovada -,,,
3,440529/2026-3,FATIMA APARECIDA DE SOUZA Universidade Federal da Bahia,,"8,67",ED,Educação Recomendada Não Aprovada -,,,
3,440605/2026-1,"ALESSANDRO SILVA DE OLIVEIRA Instituto Federal de Educação, Ciência e Tecnologia de Goiás",,"7,83",ED,Educação Recomendada Não Aprovada -,,,
3,460194/2025-9,SUSANA COUTO PIMENTEL Universidade Federal do Recôncavo da Bahia,,"8,56",ED,Educação Recomendada Não Aprovada -,,,
3,440554/2026-8,SUZANLI ESTEF Universidade do Estado do Rio de Janeiro,,"7,83",ED,Educação Recomendada Não Aprovada -,,,
3,441318/2026-6,LIVIA DA CONCEICAO COSTA ZAQUEU Universidade Federal do Maranhão,,"8,28",ED,Educação Recomendada Não Aprovada -,,,
3,440524/2026-1,DENIZE DE AGUIAR XAVIER SEPULVEDA Universidade do Estado do Rio de Janeiro,,"7,56",ED,Educação Recomendada Não Aprovada -,,,
3,440639/2026-3,PAULO SERGIO FOCHI Universidade do Vale do Rio dos Sinos,,"8,61",ED,Educação Recomendada Não Aprovada -,,,
3,440891/2026-4,"AVELINO ALDO DE LIMA NETO Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte",,"8,83",ED,Educação Recomendada Não Aprovada -,,,
3,440687/2026-8,"BRUNO RAFAEL COSTA VENANCIO DA SILVA Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte",,"7,33",ED,Educação Recomendada Não Aprovada -,,,
3,460105/2025-6,RODRIGO ARANDA Universidade Federal de Rondonópolis,,"7,83",ED,Educação Recomendada Não Aprovada -,,,
3,460034/2025-1,ROBERTA CHIESA BARTELMEBS Universidade Federal do Paraná,,"8,78",ED,Educação Recomendada Não Aprovada -,,,
3,441241/2026-3,SONIA MARIA DA SILVA ARAUJO Universidade Federal do Pará,,"8,44",ED,Educação Recomendada Não Aprovada -,,,
3,460134/2025-6,EDVONETE SOUZA DE ALENCAR Universidade de Brasília,,"8,11",ED,Educação Recomendada Não Aprovada -,,,
3,440183/2026-0,AMANDA ANDRE DE MENDONCA Universidade do Estado do Rio de Janeiro,,"7,56",ED,Educação Recomendada Não Aprovada -,,,
3,440493/2026-9,ANDREA BARBOSA GOUVEIA Universidade Federal do Paraná,,"8,78",ED,Educação Recomendada Não Aprovada -,,,
3,440150/2026-4,MARCIA APARECIDA JACOMINI Universidade Federal de São Paulo,,"8,89",ED,Educação Recomendada Não Aprovada -,,,
3,440056/2026-8,ROZANA APARECIDA LOPES MESSIAS Universidade Estadual Paulista Júlio de Mesquita Filho,,"7,61",ED,Educação Recomendada Não Aprovada -,,,
3,460154/2025-7,WELBERTH SANTOS FERREIRA Universidade Estadual do Maranhão,,"8,50",ED,Educação Recomendada Não Aprovada -,,,
3,440958/2026-1,THELMA LIMA DA CUNHA RAMOS Instituto Federal da Bahia,,"7,44",ED,Educação Recomendada Não Aprovada -,,,
3,460163/2025-6,REGINA APARECIDA DA SILVA Universidade Federal de Rondonópolis,,"7,67",ED,Educação Recomendada Não Aprovada -,,,
3,440135/2026-5,ALBERTO DE VITTA Universidade do Vale do Sapucaí,,"8,67",ED,Educação Recomendada Não Aprovada -,,,
3,441165/2026-5,RITA DE CASSIA ALMEIDA VIEIRA Universidade Federal de Sergipe,,"8,24",EF,Enfermagem Recomendada Não Aprovada -,,,
3,441246/2026-5,CAROLINA CABRAL PEREIRA DA COSTA Universidade do Estado do Rio de Janeiro,,"7,89",EF,Enfermagem Recomendada Não Aprovada -,,,
3,440967/2026-0,FERNANDA DE NAZARE ALMEIDA COSTA Universidade do Estado do Pará,,"8,06",EF,Enfermagem Recomendada Não Aprovada -,,,
3,440827/2026-4,GLAUBER JOSE FERREIRA TOMAZ DA SILVA Universidade Federal de Alagoas,,"8,33",FA,Física Recomendada Não Aprovada -,,,
3,440709/2026-1,TIAGO PESSOA FERREIRA DE LIMA Instituto Federal de Pernambuco - Campus Palmares,,"7,72",FA,Física Recomendada Não Aprovada -,,,
3,440378/2026-5,TALITA ROSAS FERREIRA Centro Nacional de Pesquisa em Energia e Materiais,,"8,39",FA,Física Recomendada Não Aprovada -,,,
3,440376/2026-2,THIAGO LUCENA DE MACEDO GUEDES Universidade Federal do Rio Grande do Norte,,"7,89",FA,Física Recomendada Não Aprovada -,,,
3,440010/2026-8,JUAN BAPTISTA DE SOUZA LEITE Centro Brasileiro de Pesquisas Físicas,,"8,00",FA,Física Recomendada Não Aprovada -,,,
3,440364/2026-4,LEIDE LENE COELHO FERREIRA Instituto Vital Brazil,,"8,00",FR,Farmácia Recomendada Não Aprovada -,,,
3,441090/2026-5,CAIO PINHO FERNANDES Universidade Federal do Amapá,,"8,20",FR,Farmácia Recomendada Não Aprovada -,,,
3,441012/2026-4,RUY CARLOS RUVER BECK Universidade Federal do Rio Grande do Sul,,"9,00",FR,Farmácia Recomendada Não Aprovada -,,,
3,440402/2026-3,CAUE BENITO SCARIM Universidade Estadual Paulista Júlio de Mesquita Filho,,"7,40",FR,Farmácia Recomendada Não Aprovada -,,,
3,440456/2026-6,ALEX GUTTERRES TARANTO Universidade Federal de São João Del-Rei,,"8,40",FR,Farmácia Recomendada Não Aprovada -,,,
3,440184/2026-6,YUSSEF DAIBERT SALOMAO DE CAMPOS Universidade Federal de Goiás,,"7,56",HI,História Recomendada Não Aprovada -,,,
3,440745/2026-8,ANTONIO LIBERAC CARDOSO SIMOES PIRES Universidade Federal do Recôncavo da Bahia,,"7,94",HI,História Recomendada Não Aprovada -,,,
3,440361/2026-5,ELIAS FERREIRA VERAS Universidade Federal de Alagoas,,"7,78",HI,História Recomendada Não Aprovada -,,,
3,441272/2026-6,FERNANDO AUGUSTO DE LIMA OLIVEIRA Universidade de Pernambuco,,"7,00",LL,Lingüística Recomendada Não Aprovada -,,,
3,440947/2026-0,PAULO DA SILVA LIMA Universidade Federal do Maranhão,,"7,97",LL,Lingüística Recomendada Não Aprovada -,,,
3,441239/2026-9,SUELLEN THOMAZ DE AQUINO MARTINS Universidade Federal do Sul da Bahia,,"7,90",LL,Lingüística Recomendada Não Aprovada -,,,
3,440718/2026-0,SAMUEL CARLOS MELO Universidade Estadual de Goiás,,"8,62",LL,Letras Recomendada Não Aprovada -,,,
3,440299/2026-8,HELOISA HELENA SIQUEIRA CORREIA Universidade Federal de Rondônia,,"9,24",LL,Letras Recomendada Não Aprovada -,,,
3,440782/2026-0,CARLOS EDUARDO ORNELAS BERRIEL Universidade Estadual de Campinas,,"9,00",LL,Letras Recomendada Não Aprovada -,,,
3,440698/2026-0,SILVANA MARIA PANTOJA DOS SANTOS Universidade Estadual do Maranhão,,"8,81",LL,Letras Recomendada Não Aprovada -,,,
3,440889/2026-0,MARCIO CAVALCANTE DE MELO Universidade Federal de Alagoas,,"8,69",MA,Matemática Recomendada Não Aprovada -,,,
3,440677/2026-2,DAIANE DE SOUZA SANTOS Universidade de São Paulo,,"8,28",MA,Probabilidade e Estatística Recomendada Não Aprovada -,,,
3,441248/2026-8,VALTER BORGES SAMPAIO JUNIOR Universidade Federal do Pará,,"8,64",MA,Matemática Recomendada Não Aprovada -,,,
3,441294/2026-0,GILCELIA REGIANE DE SOUZA Universidade Federal de São João Del-Rei,,"8,58",MA,Matemática Recomendada Não Aprovada -,,,
3,440696/2026-7,BERNARDO FREITAS PAULO DA COSTA Fundação Getúlio Vargas,,"8,61",MA,Matemática Recomendada Não Aprovada -,,,
3,441198/2026-0,LUIZ FERNANDO FERRAZ DA SILVA Universidade de São Paulo,,"8,01",MD,Medicina Recomendada Não Aprovada -,,,
3,440496/2026-8,TIAGO GOSS DOS SANTOS Fundação Antônio Prudente,,"8,33",MD,Medicina Recomendada Não Aprovada -,,,
3,441060/2026-9,LEONARDO OLIVEIRA REIS Pontifícia Universidade Católica de Campinas,,"8,14",MD,Medicina Recomendada Não Aprovada -,,,
3,440598/2026-5,SILVIA FIGUEIREDO COSTA Universidade de São Paulo,,"8,61",MD,Medicina Recomendada Não Aprovada -,,,
3,440691/2026-5,MELYSSA FERNANDA NORMAN NEGRI Universidade Estadual de Maringá,,"8,52",MD,Medicina Recomendada Não Aprovada -,,,
3,440077/2026-5,ALLYSON GUIMARAES DA COSTA Universidade Federal do Amazonas,,"9,89",MD,Medicina Recomendada Não Aprovada -,,,
3,440221/2026-9,LUIZ GUSTAVO OLIVEIRA BRITO Universidade Federal de Minas Gerais,,"8,38",MD,Medicina Recomendada Não Aprovada -,,,
3,440757/2026-6,MARIA IONE DA SILVA Universidade do Estado do Rio Grande do Norte,,"7,80",MS,Educação Física Recomendada Não Aprovada -,,,
3,440363/2026-8,VITOR HUGO MARANI Universidade Federal de Goiás,,"8,10",MS,Educação Física Recomendada Não Aprovada -,,,
3,440773/2026-1,JULIA BARREIRA AUGUSTO Universidade Estadual de Campinas,,"8,50",MS,Educação Física Recomendada Não Aprovada -,,,
3,440519/2026-8,FELIPE RODRIGUES DA COSTA Universidade de Brasília,,"8,70",MS,Educação Física Recomendada Não Aprovada -,,,
3,440732/2026-3,CARLOS ROBERTO BUENO JUNIOR Universidade de São Paulo,,"7,90",MS,Educação Física Recomendada Não Aprovada -,,,
3,441137/2026-1,ALINE DE FREITAS BRITO Universidade de Pernambuco,,"8,80",MS,Educação Física Recomendada Não Aprovada -,,,
3,441243/2026-6,LUCIO CARLOS DIAS OLIVEIRA Universidade Federal do Maranhão,,"8,30",MS,Educação Física Recomendada Não Aprovada -,,,
3,440443/2026-1,BILLY GRAEFF BASTOS Universidade Federal da Paraíba,,"8,00",MS,Educação Física Recomendada Não Aprovada -,,,
3,441175/2026-0,MAURICIO DOS SANTOS DE OLIVEIRA Universidade Federal do Espírito Santo,,"8,20",MS,Educação Física Recomendada Não Aprovada -,,,
3,460231/2025-1,KELLY DE JESUS Universidade Federal do Amazonas,,"8,40",MS,Educação Física Recomendada Não Aprovada -,,,
3,440978/2026-2,HUGO DE LUCA CORREA Universidade Católica de Brasília,,"8,60",MS,Educação Física Recomendada Não Aprovada -,,,
3,440737/2026-5,CARLOS CRISTIANO ESPEDITO GUZZO JUNIOR Universidade do Estado do Pará,,"7,63",MS,Educação Física Recomendada Não Aprovada -,,,
3,440029/2026-0,DULCE MARIA FILGUEIRA DE ALMEIDA DONNICI Universidade de Brasília,,"9,00",MS,Educação Física Recomendada Não Aprovada -,,,
3,440096/2026-0,ANA PAULA SERRATA MALFITANO Universidade Federal de São Carlos,,"8,75",MS,Fisioterapia e Terapia Ocupacional Recomendada Não Aprovada -,,,
3,440932/2026-2,PATRICIA SILVA TOFANI Associação Brasileira de Fisioterapia em Gerontolo,,"9,15",MS,Fisioterapia e Terapia Ocupacional Recomendada Não Aprovada -,,,
3,440585/2026-0,DANIELLA ALVES VENTO Universidade Estadual de Goiás,,"8,90",MS,Fisioterapia e Terapia Ocupacional Recomendada Não Aprovada -,,,
3,440681/2026-0,FLAVIA RAQUEL FERNANDES DO NASCIMENTO Universidade Federal do Maranhão,,"6,78",PE,Engenharia de Transportes Recomendada Não Aprovada -,,,
3,441139/2026-4,ENZO BARBERIO MARIANO Universidade Estadual Paulista Júlio de Mesquita Filho,,"6,83",PE,Engenharia de Produção Recomendada Não Aprovada -,,,
3,441212/2026-3,ISOMAR LIMA DA SILVA Fundação Nilton Lins,,"9,43",RF,Recursos Florestais e Engenharia Florestal Recomendada Não Aprovada -,,,
3,440381/2026-6,JOELMA KEITH RODRIGUES Centro de Educação Tecnológica do Amazonas,,"8,44",RF,Recursos Florestais e Engenharia Florestal Recomendada Não Aprovada -,,,
3,441018/2026-2,PATRICIA ANJOS BITTENCOURT BARRETO-GARCIA Universidade Estadual do Sudoeste da Bahia,,"9,11",RF,Recursos Florestais e Engenharia Florestal Recomendada Não Aprovada -,,,
3,440387/2026-4,FERNANDO JOSE BORGES GOMES Universidade Federal Rural do Rio de Janeiro,,"8,11",RF,Recursos Florestais e Engenharia Florestal Recomendada Não Aprovada -,,,
3,440068/2026-6,RAFAEL FARINASSI MENDES Universidade Federal de Lavras,,"9,44",RF,Recursos Florestais e Engenharia Florestal Recomendada Não Aprovada -,,,
3,440547/2026-1,LUCIA TONE FERREIRA HIDAKA Universidade Federal de Alagoas,,"8,78",SA,Arquitetura e Urbanismo Recomendada Não Aprovada -,,,
3,440734/2026-6,MARCIA SPEGUEN DE QUADROS PICCOLI Universidade de Caxias do Sul,,"7,51",SA,Turismo Recomendada Não Aprovada -,,,
3,441292/2026-7,VIVIANE DE OLIVEIRA FREITAS LIONE Universidade Federal do Rio de Janeiro,,"8,89",SN,Saúde Coletiva Recomendada Não Aprovada -,,,
3,440664/2026-8,CLAUDIO MAURICIO VIEIRA DE SOUZA Instituto Vital Brazil,,"8,22",SN,Saúde Coletiva Recomendada Não Aprovada -,,,
3,440161/2026-6,JARLEI FIAMONCINI Universidade de São Paulo,,"8,00",SN,Nutrição Recomendada Não Aprovada -,,,
3,440417/2026-0,KARINA DOS SANTOS Universidade Federal do Estado do Rio de Janeiro,,"8,69",SN,Nutrição Recomendada Não Aprovada -,,,
3,460191/2025-0,SAULO VASCONCELOS ROCHA Universidade Estadual do Sudoeste da Bahia,,"8,56",SN,Saúde Coletiva Recomendada Não Aprovada -,,,
